name,country,lat,lng
Morelia,Mexico,19.7683,-101.1894
Sanya,China,18.2533,109.5036
Wutong,China,30.6333,120.5333
Linhai,China,28.85,121.1167
Brazzaville,Congo (Brazzaville),-4.2694,15.2711
Wafangdian,China,39.6271,121.9796
Athens,United States,33.9508,-83.3689
Patna,India,25.594,85.1376
Zhongxiang,China,31.169,112.5853
Gujranwala,Pakistan,32.1567,74.19
Bakersfield,United States,35.3529,-119.0359
Brampton,Canada,43.6833,-79.7667
Xinyi,China,22.3549,110.9468
Sangereng,Indonesia,-6.2889,106.7181
New Haven,United States,41.3113,-72.9246
Soweto,South Africa,-26.2678,27.8585
Zaoyang,China,32.129,112.772
Xingyi,China,25.092,104.8955
Shuizhai,China,33.4433,114.8994
Yanggok,"Korea, South",37.6333,127.2167
Tbilisi,Georgia,41.7225,44.7925
Çankaya,Turkey,39.9244,32.8856
Gold Coast,Australia,-28.0167,153.4
Chiang Mai,Thailand,18.7953,98.9986
Nerima,Japan,35.7356,139.6517
Xingcheng,China,24.1347,115.73
Keçiören,Turkey,40.0,32.8667
Awka,Nigeria,6.2069,7.0678
Sha Tin,Hong Kong,22.3802,114.1898
Peshawar,Pakistan,34.0144,71.5675
Taixing,China,32.159,120.029
Xinhualu,China,34.3964,113.7402
Ōta-ku,Japan,35.5614,139.7161
Bilāspur,India,22.09,82.15
Yingcheng,China,24.21,113.401
Düsseldorf,Germany,51.2333,6.7833
Luocheng,China,22.7689,111.5697
Ludhiāna,India,30.91,75.85
Krasnodar,Russia,45.0333,38.9667
Makassar,Indonesia,-5.1619,119.4362
Kraków,Poland,50.0614,19.9372
Des Moines,United States,41.5725,-93.6105
Kumamoto,Japan,32.8031,130.7078
Thessaloníki,Greece,40.6403,22.9347
Huilong,China,31.87,121.703
Wuchuan,China,21.441,110.779
Masvingo,Zimbabwe,-20.0744,30.8328
Glasgow,United Kingdom,55.8611,-4.25
Leipzig,Germany,51.34,12.375
Akron,United States,41.0798,-81.5219
Macau,Macau,22.2006,113.5461
Āgra,India,27.18,78.02
Rājshāhi,Bangladesh,24.3667,88.6
Gothenburg,Sweden,57.7075,11.9675
São Luís,Brazil,-2.5283,-44.3044
Yopougon,Côte d’Ivoire,5.3167,-4.0667
Kano,Nigeria,12.0,8.5167
Sagamihara,Japan,35.5667,139.3667
Nada,China,19.5209,109.5808
Taishan,China,22.2486,112.785
Aguascalientes,Mexico,21.876,-102.296
Palm Bay,United States,27.9631,-80.6593
Okayama,Japan,34.65,133.9167
Vaughan,Canada,43.8333,-79.5
Tripoli,Libya,32.8872,13.1914
Madurai,India,9.9252,78.1198
Anqiu,China,36.478,119.219
Concord,United States,37.9722,-122.0016
Feicheng,China,36.1861,116.7719
Jamshedpur,India,22.7925,86.1842
Osmangazi,Turkey,40.1983,29.06
Multan,Pakistan,30.1978,71.4697
Esenyurt,Turkey,41.0342,28.68
Yerevan,Armenia,40.1814,44.5144
Meishan,China,34.1736,112.839
Prayagraj,India,25.4358,81.8464
Bagam,Indonesia,1.13,104.0531
Haifa,Israel,32.8192,34.9992
Dortmund,Germany,51.5139,7.4653
Naucalpan de Juárez,Mexico,19.4753,-99.2378
Zaragoza,Spain,41.65,-0.8833
Santiago del Estero,Argentina,-27.7833,-64.2667
Taihe,China,30.8706,105.3784
Zagreb,Croatia,45.8131,15.9775
Edogawa,Japan,35.7,139.8833
Eskişehir,Turkey,39.7767,30.5206
Xin’an,China,34.286,118.355
Taihecun,China,45.771,131.003
Kashgar,China,39.4681,75.9938
Vilnius,Lithuania,54.6872,25.28
Essen,Germany,51.4508,7.0131
Qingzhou,China,36.6853,118.4796
Seberang Jaya,Malaysia,5.4083,100.3695
Murcia,Spain,37.9861,-1.1303
The Hague,Netherlands,52.08,4.31
Mérida,Mexico,20.97,-89.62
Daye,China,30.0961,114.9804
Hengzhou,China,22.6799,109.2614
Sumedang,Indonesia,-6.84,107.9208
Wichita,United States,37.6895,-97.3443
Cancún,Mexico,21.1606,-86.8475
Aleppo,Syria,36.2,37.16
Shizuoka,Japan,34.9756,138.3828
Zhuanghe,China,39.681,122.967
Natal,Brazil,-6.9838,-60.2699
Quzhou,China,28.9702,118.8593
Nāsik,India,19.9975,73.7898
Adachi,Japan,35.7833,139.8
Jiaozhou,China,36.2647,120.0334
Wuchang,China,44.924,127.158
Mesa,United States,33.4015,-111.7178
Chihuahua,Mexico,28.6369,-106.0769
Qom,Iran,34.64,50.8764
Al Hufūf,Saudi Arabia,25.3833,49.5833
Cần Thơ,Vietnam,10.0333,105.7833
Ansan,"Korea, South",37.3167,126.8333
Bremen,Germany,53.0758,8.8072
Yangchun,China,22.1704,111.7916
Palermo,Italy,38.1111,13.3517
Ch’ŏnan,"Korea, South",36.81,127.1475
Santo Domingo Este,Dominican Republic,18.4855,-69.8734
Harrisburg,United States,40.2752,-76.8843
Dengtalu,China,36.1386,114.1066
Tyumen,Russia,57.15,65.5333
Maceió,Brazil,-9.6658,-35.735
Dresden,Germany,51.05,13.74
Zhoushan,China,29.9856,122.2074
Ahvāz,Iran,31.3047,48.6783
Surrey,Canada,49.19,-122.8489
Saltillo,Mexico,25.4231,-100.9919
Teresina,Brazil,-5.0949,-42.8042
Batam Centre,Indonesia,1.13,104.0531
Conakry,Guinea,9.5092,-13.7122
El Dorado,Mexico,24.808,-107.397
Saratov,Russia,51.5333,46.0167
Arequipa,Peru,-16.4,-71.5333
Hai’an,China,32.535,120.563
Laiyang,China,36.9758,120.7136
Canagatan,Philippines,18.0,121.8
Hermosillo,Mexico,29.0989,-110.9542
Hyderabad City,Pakistan,25.3792,68.3683
Kaifeng Chengguanzhen,China,34.8519,114.3481
Gaomi,China,36.3833,119.75
Brookhaven,United States,40.832,-72.9517
Lhasa,China,29.6534,91.1719
Worcester,United States,42.2705,-71.8079
Finglas,Ireland,53.4597,-6.2181
Las Palmas,Spain,28.1258,-15.4353
Cilacap,Indonesia,-7.7167,109.017
Farīdābād,India,28.4211,77.3078
Bandar Lampung,Indonesia,-5.45,105.2667
Hannover,Germany,52.3667,9.7167
Leping,China,28.978,117.152
Honchō,Japan,35.6946,139.9826
Port Harcourt,Nigeria,4.8242,7.0336
Shache,China,38.4261,77.25
Zürich,Switzerland,47.3744,8.5411
Hailun,China,47.4667,126.9667
Macheng,China,31.173,115.008
Antananarivo,Madagascar,-18.91,47.525
Klang,Malaysia,3.0333,101.45
Al Qaţīf,Saudi Arabia,26.556,49.996
Manchester,United Kingdom,53.479,-2.2452
Zijinglu,China,34.7667,112.9667
Antwerp,Belgium,51.2178,4.4003
Seyhan,Turkey,36.9831,35.3328
Khulna,Bangladesh,22.8167,89.55
Yuci,China,37.6823,112.7281
Dehui,China,44.535,125.703
Ashgabat,Turkmenistan,37.9375,58.38
Ipoh,Malaysia,4.5972,101.075
Tongchuan,China,34.897,108.945
Chengxiang,China,31.564,121.174
Campo Grande,Brazil,-20.4839,-54.615
São Gonçalo,Brazil,-22.8269,-43.0539
Bogor,Indonesia,-6.5966,106.7972
Rongjiawan,China,29.1409,113.1087
Culiacán,Mexico,24.8069,-107.3939
Weichanglu,China,37.1792,119.9333
Long Beach,United States,33.7977,-118.167
Port St. Lucie,United States,27.2796,-80.3884
Renqiu,China,38.686,116.084
Wrocław,Poland,51.11,17.0325
Nuremberg,Germany,49.4539,11.0775
Xindi,China,29.827,113.476
Wu’an,China,36.697,114.204
Little Rock,United States,34.7256,-92.3577
Querétaro,Mexico,20.5875,-100.3928
Comayagüela,Honduras,14.098,-87.21
Łódź,Poland,51.7769,19.4547
Qingping,China,34.539,113.391
Manama,Bahrain,26.225,50.5775
Reno,United States,39.5497,-119.8483
Spokane,United States,47.6671,-117.433
Gaoyou,China,32.7847,119.4432
Erzurum,Turkey,39.9086,41.2769
Kitchener,Canada,43.4186,-80.4728
Trujillo,Peru,-8.112,-79.0288
Yiyang,China,26.4221,112.3999
Hejian,China,38.4466,116.0995
Puxi,China,35.2125,114.735
Danyang,China,32.0,119.586
Al Ḩillah,Saudi Arabia,23.4895,46.7564
Madison,United States,43.0822,-89.393
Xiangyang,China,34.2995,108.4905
Dongyang,China,29.2667,120.2167
Tallinn,Estonia,59.4372,24.7453
Kawaguchi,Japan,35.8077,139.7241
Boise,United States,43.6005,-116.2308
Trabzon,Turkey,41.005,39.7225
Bonita Springs,United States,26.3558,-81.7859
Sheffield,United Kingdom,53.3808,-1.4703
Biên Hòa,Vietnam,10.95,106.8167
Xigazê,China,29.25,88.8833
Qamdo,China,31.143,97.17
Yanbu,Saudi Arabia,24.0883,38.0582
Meerut,India,28.98,77.71
Liverpool,United Kingdom,53.4094,-2.9785
Genoa,Italy,44.4111,8.9328
San Luis Potosí,Mexico,22.1511,-100.9761
Duisburg,Germany,51.4347,6.7625
Xiangxiang,China,27.7186,112.5502
Aţ Ţā’if,Saudi Arabia,21.2751,40.4062
Leicester,United Kingdom,52.6344,-1.1319
Kagoshima,Japan,31.6,130.55
Chaohucun,China,31.6244,117.8902
Denton,United States,33.2175,-97.1418
Oakland,United States,37.7904,-122.2166
Springfield,United States,42.1155,-72.5395
Iguaçu,Brazil,-22.74,-43.47
Augusta,United States,33.3645,-82.0708
Cartagena,Colombia,10.4,-75.5
Bağcılar,Turkey,41.0344,28.8564
Zouping,China,36.863,117.743
Cacuaco,Angola,-8.8053,13.2444
Umraniye,Turkey,41.0311,29.1081
Concepción,Chile,-36.8282,-73.0514
Fès,Morocco,34.0433,-5.0033
Itabashi,Japan,35.7667,139.6833
Suginami-ku,Japan,35.6994,139.6364
Dali,China,25.6065,100.2676
Fuyang,China,30.0553,119.95
Lyon,France,45.76,4.84
João Pessoa,Brazil,-7.12,-34.88
Korla,China,41.7259,86.1746
Jabalpur,India,23.1667,79.9333
Kissimmee,United States,28.3041,-81.4169
Kananga,Congo (Kinshasa),-5.897,22.4488
Dakar,Senegal,14.6928,-17.4467
Kampala,Uganda,0.3136,32.5811
Songzi,China,30.174,111.757
Gqeberha,South Africa,-33.9581,25.6
Kirkuk,Iraq,35.4667,44.3167
Laixi,China,36.8667,120.5333
Winston-Salem,United States,36.1029,-80.261
Zhongba,China,31.771,104.755
Odesa,Ukraine,46.4775,30.7326
Hachiōji,Japan,35.6664,139.316
Qingnian,China,36.8494,115.7061
Bucaramanga,Colombia,7.1333,-73.0
Kalyān,India,19.2502,73.1602
Guangshui,China,31.617,113.826
Cranbourne,Australia,-38.0996,145.2834
Kimhae,"Korea, South",35.2342,128.8811
Caerdydd,United Kingdom,51.4833,-3.1833
Edinburgh,United Kingdom,55.9533,-3.1892
Sizhan,China,38.9846,106.3828
Lichuan,China,30.291,108.9364
Anyang,"Korea, South",37.3833,126.9333
Licheng,China,31.4306,119.4788
São Bernardo do Campo,Brazil,-23.7,-46.55
Palma,Spain,39.5667,2.65
Yenimahalle,Turkey,39.9719,32.8119
Toulouse,France,43.6045,1.444
‘Ajmān,United Arab Emirates,25.4136,55.4456
Kota Bharu,Malaysia,6.1333,102.25
Comodoro Rivadavia,Argentina,-45.8647,-67.4808
Vasai-Virar,India,19.3607,72.7956
Şalālah,Oman,17.0197,54.0897
Chengguan,China,35.4623,113.8054
Nehe,China,48.4833,124.8833
Barquisimeto,Venezuela,10.0636,-69.3347
Stockton,United States,37.9765,-121.3109
Zunhua,China,40.189,117.966
Wugang,China,26.7266,110.6319
La Paz,Mexico,24.1422,-110.3108
Pendik,Turkey,40.8747,29.235
Thủ Đức,Vietnam,10.8266,106.7609
Shuangqiao,China,35.067,112.602
Syracuse,United States,43.0407,-76.1437
Worthing,United Kingdom,50.8147,-0.3714
Balandougou,Mali,13.3558,-9.5517
Najafgarh,India,28.6092,76.9798
Dnipro,Ukraine,48.4675,35.04
Santa Cruz,Spain,28.4667,-16.25
Langzhong,China,31.558,106.005
Qian’an,China,39.999,118.701
Playa del Carmen,Mexico,20.6281,-87.0755
Vārānasi,India,25.3189,83.0128
Mamak,Turkey,39.9422,32.9231
Chattanooga,United States,35.066,-85.2481
Cencheng,China,22.9167,111.0
Guli,China,28.9,120.0333
Quảng Hà,Vietnam,15.9333,108.2667
Pekanbaru,Indonesia,0.5092,101.4453
Anlu,China,31.2667,113.6667
Songyang,China,34.4553,113.0253
Lancaster,United States,40.042,-76.3012
Shihezi,China,44.3054,86.0804
Srīnagar,India,34.09,74.79
Greenville,United States,34.8354,-82.3646
Yatou,China,37.1653,122.4867
Aurangābād,India,19.88,75.32
Asahikawa,Japan,43.7667,142.3667
Xichang,China,27.8944,102.2644
Durham,United States,35.9792,-78.9022
Pensacola,United States,30.4413,-87.1911
Tolyatti,Russia,53.5089,49.4222
San Cristóbal,Venezuela,7.7667,-72.2333
Guadalupe,Mexico,25.6775,-100.2597
Dhanbād,India,23.7998,86.4305
Kermānshāh,Iran,34.3325,47.0933
Dashiqiao,China,40.6167,122.5167
Fayetteville,United States,36.0714,-94.1661
Lisbon,Portugal,38.7253,-9.15
Arlington,United States,32.6998,-97.125
Himeji,Japan,34.8167,134.6833
Valletta,Malta,35.8983,14.5125
Qianxi,China,27.0087,106.0323
Lubumbashi,Congo (Kinshasa),-11.6647,27.4794
Natal,Brazil,-5.7833,-35.2
Mar del Plata,Argentina,-38.0,-57.55
Kōtō-ku,Japan,35.6667,139.8167
Shishi,China,24.7167,118.7
Guadalajara,Spain,40.6337,-3.1674
Miluo Chengguanzhen,China,28.761,113.16
Gaizhou,China,40.4,122.35
Santo André,Brazil,-23.6572,-46.5333
Aurora,United States,39.7083,-104.7237
Leling,China,37.73,117.232
Blantyre,Malawi,-15.7861,35.0058
Pohang,"Korea, South",36.0322,129.365
Amritsar,India,31.64,74.86
As Sulaymānīyah,Iraq,35.5572,45.4356
Acapulco de Juárez,Mexico,16.8636,-99.8825
Jianshe,China,34.2137,113.7629
Alīgarh,India,27.88,78.08
Osasco,Brazil,-23.5328,-46.7919
Kuching,Malaysia,1.5575,110.3439
Makhachkala,Russia,42.9667,47.4833
Libreville,Gabon,0.3903,9.4542
Selçuklu,Turkey,37.8814,32.4922
Cúcuta,Colombia,7.8942,-72.5039
Nneyi-Umuleri,Nigeria,6.3333,6.8333
Utsunomiya,Japan,36.5551,139.8826
Ar Ramādī,Iraq,33.4258,43.2992
Jingcheng,China,32.009,120.263
George Town,Malaysia,5.4144,100.3292
Halifax,Canada,44.6475,-63.5906
Mombasa,Kenya,-4.05,39.6667
Laval,Canada,45.5833,-73.75
Yıldırım,Turkey,40.11,29.0821
Palermo,Colombia,2.8917,-75.4375
Xinmin,China,41.997,122.823
Donetsk,Ukraine,48.0028,37.8053
Shanhu,China,29.6,120.8167
Zhongshu,China,27.7919,106.4013
Guwāhāti,India,26.1722,91.7458
Tlaquepaque,Mexico,20.6167,-103.3167
Onitsha,Nigeria,6.1667,6.7833
Kigali,Rwanda,-1.9439,30.0594
Kumul,China,42.8193,93.5151
Marrakech,Morocco,31.63,-8.0089
Pinghu,China,30.7005,121.0104
Guankou,China,30.988,103.647
Matsuyama,Japan,33.8333,132.7667
Izhevsk,Russia,56.8333,53.1833
El Alto,Bolivia,-16.5047,-68.1633
Sorocaba,Brazil,-23.5017,-47.4581
Durango,Mexico,24.025,-104.6675
Qionghu,China,28.945,112.598
Poznań,Poland,52.4083,16.9336
Tlalnepantla,Mexico,19.5367,-99.1947
Zhaodong,China,46.051,125.962
Padang,Indonesia,-0.95,100.3531
Puyang Chengguanzhen,China,35.7004,114.98
Shubrā al Khaymah,Egypt,30.1286,31.2422
Wenchang,China,31.054,116.9507
Pietermaritzburg,South Africa,-29.6167,30.3833
Shulan,China,44.4059,126.9655
Durban,South Africa,-29.8833,31.05
Erbil,Iraq,36.1912,44.0092
Cebu City,Philippines,10.32,123.75
Surakarta,Indonesia,-7.5667,110.8167
Oxnard,United States,34.1964,-119.1815
Tangier,Morocco,35.7767,-5.8039
Indio,United States,33.7346,-116.2346
Uberlândia,Brazil,-18.9231,-48.2886
Bishkek,Kyrgyzstan,42.8747,74.6122
Matsudo,Japan,35.7876,139.9032
Hsinchu,Taiwan,24.8167,120.9833
Lingbao Chengguanzhen,China,34.5176,110.8942
Antofagasta,Chile,-23.65,-70.4
Hāora,India,22.58,88.3294
Barnaul,Russia,53.3486,83.7764
Scranton,United States,41.4044,-75.6649
Xiping,China,25.6005,103.8166
Sanhe,China,40.0167,117.0833
Rānchi,India,23.36,85.33
Jieshou,China,33.257,115.3746
Etimesgut,Turkey,39.9458,32.6694
Ichikawa,Japan,35.7219,139.9311
Managua,Nicaragua,12.1364,-86.2514
Gwalior,India,26.2124,78.1772
Kowloon City,Hong Kong,22.3282,114.1916
Jaboatão,Brazil,-8.1803,-35.0014
Higashi-ōsaka,Japan,34.6794,135.6008
Victorville,United States,34.5277,-117.3536
Suohe,China,34.7833,113.35
Guixi,China,28.2925,117.2454
Ulyanovsk,Russia,54.3167,48.3667
Mandalay,Burma,21.9831,96.0844
Irkutsk,Russia,52.2833,104.2833
Trenton,United States,40.2237,-74.7641
Ribeirão Prêto,Brazil,-21.1783,-47.8067
Wuxue,China,29.844,115.561
São José dos Campos,Brazil,-23.1789,-45.8869
Nishinomiya-hama,Japan,34.7376,135.3416
Yukarıkaraman,Turkey,36.9167,30.6833
Kawachichō,Japan,34.6794,135.6008
Al Jubayl,Saudi Arabia,27.0,49.6544
Jinghong,China,22.009,100.797
Tengyue,China,25.0167,98.4833
Tamale,Ghana,9.4075,-0.8533
Chandīgarh,India,30.75,76.78
Ruiming,China,25.886,116.027
Qufu,China,35.5819,116.9862
Khabarovsk,Russia,48.4833,135.0833
Haldwāni,India,29.22,79.52
Xinshi,China,31.1333,113.1167
Vijayavāda,India,16.5193,80.6305
Belgorod,Russia,50.6,36.6
Jin’e,China,29.3394,105.2875
Buraydah,Saudi Arabia,26.3333,43.9667
Cazenga,Angola,-8.8214,13.2911
Chuxiong,China,25.033,101.5459
Modesto,United States,37.6375,-121.0028
Ōita,Japan,33.2333,131.6067
Sham Shui Po,Hong Kong,22.3307,114.1622
Melikgazi,Turkey,38.7167,35.5
Jodhpur,India,26.28,73.02
Kurashiki,Japan,34.585,133.7722
Xinxing,China,39.8667,124.15
Wŏnju,"Korea, South",37.3417,127.9208
Chimalhuacán,Mexico,19.4167,-98.9
Pyeongtaek,"Korea, South",36.9922,127.1128
Canberra,Australia,-35.2931,149.1269
Kaihua,China,23.387,104.233
Pikine,Senegal,14.75,-17.4
Meilan,China,19.999,110.403
Bazhou,China,39.1333,116.3833
Yaroslavl,Russia,57.6167,39.85
Turpan,China,42.9512,89.1895
Huntsville,United States,34.6981,-86.6412
Rangapukur,Bangladesh,25.56,89.25
Greensboro,United States,36.0956,-79.8271
Vladivostok,Russia,43.1333,131.9
Anaheim,United States,33.839,-117.8574
Meihekou,China,42.5407,125.7107
Jurong,China,31.946,119.164
Yuhuan,China,28.1277,121.2288
Puente Alto,Chile,-33.6167,-70.5667
Petaling Jaya,Malaysia,3.0972,101.6444
Xinji,China,37.943,115.218
San Miguel de Tucumán,Argentina,-26.8167,-65.2167
Changping,China,40.2248,116.1944
Aracaju,Brazil,-10.9167,-37.05
Raipur,India,21.2444,81.6306
Denpasar,Indonesia,-8.65,115.2167
Kanazawa,Japan,36.5611,136.6564
Zhangshu,China,28.0546,115.5462
Barinas,Venezuela,8.6333,-70.2
Samarinda,Indonesia,-0.5,117.1378
Antipolo,Philippines,14.5842,121.1763
Taguig City,Philippines,14.52,121.05
Kota,India,25.18,75.83
Fukuyama,Japan,34.4858,133.3622
Asan,"Korea, South",36.7833,126.9833
Bareilly,India,28.364,79.415
Cochabamba,Bolivia,-17.3883,-66.1597
Amagasaki,Japan,34.7333,135.4
Nouakchott,Mauritania,18.0858,-15.9785
Sincan,Turkey,39.9594,32.5767
Irapuato,Mexico,20.6667,-101.35
Islip,United States,40.7385,-73.1888
Zhuozhou,China,39.485,115.974
Tianchang,China,32.6811,119.0137
Reynosa,Mexico,26.0922,-98.2778
Cuiabá,Brazil,-15.5958,-56.0969
Corpus Christi,United States,27.7254,-97.3767
Fort Wayne,United States,41.0888,-85.1436
Fort Collins,United States,40.5477,-105.0656
Jackson,United States,32.3157,-90.2125
Katsushika-ku,Japan,35.7333,139.85
Utrecht,Netherlands,52.0908,5.1217
Jeju,"Korea, South",33.513,126.523
Jaboatão dos Guararapes,Brazil,-8.1122,-35.0156
Sihui,China,23.3265,112.7338
Tomsk,Russia,56.5,84.9667
Gdańsk,Poland,54.3475,18.6453
Myrtle Beach,United States,33.7094,-78.8844
Luocheng,China,30.99,104.25
Sale,Morocco,34.0333,-6.8
Tuxtla,Mexico,16.7528,-93.1167
Chisinau,Moldova,47.0228,28.8353
Kuantan,Malaysia,3.8167,103.3333
Bratislava,Slovakia,48.1439,17.1097
Pretoria,South Africa,-25.7461,28.1881
Fayetteville,United States,35.085,-78.9772
Wenlan,China,23.3961,103.3649
Shangzhi,China,45.2116,127.962
Ashmūn,Egypt,30.2941,31.0342
Orenburg,Russia,51.7833,55.1
Domaa-Ahenkro,Ghana,7.2833,-2.8833
Botou,China,38.0833,116.5833
Asan,"Korea, South",36.35,126.9167
Antioch,United States,37.9787,-121.796
Taoyuan District,Taiwan,24.9913,121.3143
Coimbatore,India,11.0167,76.9556
Sihŭng,"Korea, South",37.3799,126.8029
Tonalá,Mexico,20.6167,-103.2333
Fujisawa,Japan,35.35,139.4667
Nārāyanganj,Bangladesh,23.62,90.5
Manado,Indonesia,1.4931,124.8413
Katako-Kombe,Congo (Kinshasa),-3.4,24.42
Kemerovo,Russia,55.3667,86.0667
Solāpur,India,17.68,75.92
Xiulin,China,29.7209,112.4254
Fu’an,China,27.1,119.6333
Christchurch,New Zealand,-43.531,172.6365
Uijeongbu,"Korea, South",37.7486,127.0389
Stoke-on-Trent,United Kingdom,53.0,-2.1833
Lansing,United States,42.7142,-84.5601
Soledad,Colombia,10.9167,-74.75
Contagem,Brazil,-19.9319,-44.0539
Machida,Japan,35.5542,139.4431
Bochum,Germany,51.4819,7.2158
Hubli,India,15.3502,75.1376
Lexington,United States,38.0423,-84.4587
Novokuznetsk,Russia,53.7667,87.1333
Mobile,United States,30.6782,-88.1162
Luofeng,China,37.359,120.396
Lingyuan,China,41.25,119.4
Joinvile,Brazil,-26.3204,-48.8437
Feira de Santana,Brazil,-12.25,-38.95
Nay Pyi Taw,Burma,19.7475,96.115
Youngstown,United States,41.0993,-80.6463
Paju,"Korea, South",37.8667,126.8
Malmö,Sweden,55.6058,13.0358
Central Coast,Australia,-33.3,151.2
An Najaf,Iraq,32.0,44.33
Nilüfer,Turkey,40.2833,28.95
Henderson,United States,36.0133,-115.0381
Cuautitlán Izcalli,Mexico,19.65,-99.25
Shenzhou,China,38.002,115.56
Manukau City,New Zealand,-37.0,174.885
Kashiwa,Japan,35.8676,139.9758
Villavicencio,Colombia,4.15,-73.6333
Kuiju,China,36.8667,119.4
Zhenzhou,China,32.2723,119.1848
Shah Alam,Malaysia,3.0722,101.5167
Victoria,Canada,48.4283,-123.3647
Savannah,United States,32.0286,-81.1821
Aomori,Japan,40.8228,140.7469
Wuppertal,Germany,51.2667,7.1833
Kismaayo,Somalia,-0.3581,42.5453
Wencheng,China,19.617,110.7551
Lanxi,China,29.208,119.458
Maipú,Chile,-33.5167,-70.7667
Dangyang,China,30.821,111.789
Poughkeepsie,United States,41.695,-73.9211
Coventry,United Kingdom,52.4081,-1.5106
Port-au-Prince,Haiti,18.5333,-72.3333
Toyota,Japan,35.0824,137.1563
Kumi,"Korea, South",36.1195,128.3444
Kaluga,Russia,54.55,36.2833
Hotan,China,37.1167,79.9167
Ryazan,Russia,54.63,39.7425
Trichinopoly,India,10.7903,78.7047
Santa Ana,United States,33.7367,-117.8819
Luanzhou,China,39.741,118.704
Ixtapaluca,Mexico,19.3186,-98.8822
Heroica Matamoros,Mexico,25.8797,-97.5042
Naberezhnyye Chelny,Russia,55.6833,52.3167
Takamatsu,Japan,34.35,134.05
Buca,Turkey,38.35,27.1667
Pasig City,Philippines,14.5605,121.0765
Ann Arbor,United States,42.2759,-83.731
St. Paul,United States,44.9478,-93.1039
Kermān,Iran,30.2911,57.0678
Wuhai,China,39.655,106.794
Shinagawa-ku,Japan,35.6,139.7333
Bologna,Italy,44.4939,11.3428
Yanji,China,42.9,129.5
Orūmīyeh,Iran,37.5439,45.0647
Huanghua,China,38.372,117.33
Newark,United States,40.7245,-74.1725
Maiduguri,Nigeria,11.8333,13.15
San Diego,Venezuela,10.254,-68.0109
Xingcheng,China,40.6167,120.7333
Wancheng,China,18.8,110.4
Toyama,Japan,36.6959,137.2137
Kaiyuan,China,42.546,124.038
Aves,Portugal,41.44,-8.3
Fengcheng,China,40.45,124.0667
Salta,Argentina,-24.7833,-65.4167
Astrakhan,Russia,46.35,48.035
Piraeus,Greece,37.943,23.6469
Irvine,United States,33.6772,-117.7738
Ghulja,China,43.9,81.35
Fuding,China,27.2,120.2
Lviv,Ukraine,49.8425,24.0322
Morādābād,India,28.8319,78.7764
Karbalā’,Iraq,32.6167,44.0333
Chang’an,China,29.4768,113.4504
Pīshbar,Iran,33.3886,59.9789
Aksu,China,41.185,80.2904
Zaporizhzhia,Ukraine,47.85,35.1175
Penza,Russia,53.2,45.0
Nagasaki,Japan,32.7447,129.8736
Maebashi,Japan,36.3895,139.0634
Vientiane,Laos,17.98,102.63
Oyster Bay,United States,40.7846,-73.514
Ciudad Apodaca,Mexico,25.7817,-100.1886
Tiruppūr,India,11.1085,77.3411
Mingguang,China,32.7833,117.9667
Gurgaon,India,28.456,77.029
Belfast,United Kingdom,54.5964,-5.93
Tultitlán de Mariano Escobedo,Mexico,19.645,-99.1694
Jalandhar,India,31.2569,75.4432
Bielefeld,Germany,52.0211,8.5347
Toyonaka,Japan,34.7833,135.4667
Aba,Nigeria,5.1167,7.3667
Gaobeidian,China,39.327,115.874
Gifu,Japan,35.4232,136.7608
Santa Rosa,United States,38.4458,-122.7067
Bonn,Germany,50.7333,7.1
Ailan Mubage,China,43.908,81.2777
Sungai Petani,Malaysia,5.65,100.5
Markham,Canada,43.8767,-79.2633
Miyazaki,Japan,31.9078,131.4203
Ciudad Guayana,Venezuela,8.3667,-62.65
Hirakata,Japan,34.8167,135.65
Ḩafr al Bāţin,Saudi Arabia,28.4342,45.9636
Canton,United States,40.8078,-81.3676
Benin City,Nigeria,6.3333,5.6222
Asheville,United States,35.5707,-82.5537
Flint,United States,43.0236,-83.6921
Bergen,Norway,60.3894,5.33
Yucheng,China,36.934,116.638
Winter Haven,United States,28.0118,-81.7014
Oshawa,Canada,43.9,-78.85
Lipetsk,Russia,52.6167,39.6
Al Jahrā’,Kuwait,29.35,47.6833
Brno,Czechia,49.1925,16.6083
Anda,China,46.424,125.352
Longzhou,China,30.32,112.23
Reading,United Kingdom,51.4542,-0.9731
San Pedro Sula,Honduras,15.5,-88.0333
Kirov,Russia,58.6,49.6833
Mwanza,Tanzania,-2.5167,32.9
Anchorage,United States,61.1508,-149.1091
Lincoln,United States,40.8099,-96.6784
Shagamu,Nigeria,6.8333,3.65
Heshan,China,22.7667,112.95
Kaliningrad,Russia,54.7003,20.4531
Yokosuka,Japan,35.2813,139.6721
Jiaji,China,19.2431,110.4642
Beining,China,41.6,121.8
Concord,United States,35.3933,-80.6369
Borvāyeh-ye Al Bū ‘Azīz,Iran,31.6283,48.6147
Londrina,Brazil,-23.31,-51.1628
Nice,France,43.7034,7.2663
Jersey City,United States,40.7184,-74.0686
Yicheng,China,31.721,112.257
Mazatlán,Mexico,23.2167,-106.4167
Islamabad,Pakistan,33.6931,73.0639
Ubungo,Tanzania,-6.7889,39.2056
Florence,Italy,43.7714,11.2542
Springfield,United States,37.1943,-93.2916
Şanlıurfa,Turkey,37.1583,38.7917
Encheng,China,22.1833,112.3
Okazaki,Japan,34.9543,137.1744
